pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.24168835153996915,9.30203294803594e-15,0.2262807416384261,4.460636266163369e-13,3.488258273808862,0.07062711754974274,1.4303829865455628,0.015198052793818275,-2.1573168704897157e-05,0.3917361498459786,runs_B1/20250525-094655-c5f5949c
