entropy_mean,entropy_std,delta_mean,delta_std,pearson_r,p_value
3.488258273808862,0.07062711754974274,1.4303829865455628,0.015198052793818275,0.24168835153996915,9.30203294803594e-15
3.4673397305173874,0.08866097121328147,1.4308478664159774,0.014310647675519723,0.21165787121484345,1.3648851877628311e-11
3.4243623121230793,0.07313187986050664,1.1646107882261276,0.016715372306924162,0.13174111227311602,0.15148505117142153
3.414492646056523,0.07772707349668408,1.1610802938540776,0.02543978749673019,0.36607689207635513,3.924720928220045e-05
3.409320402798182,0.06580132611802408,1.1627603193124136,0.022667847593134772,0.12076015564824372,0.18890387090935487
3.4904489265673915,0.08927346153638763,1.4295549355745316,0.014368784768890445,-0.07360353101674322,0.019922998936969544
3.441204624525553,0.06363322704868078,1.164058655500412,0.017581218173157057,-0.13546538819943632,0.1401518500315911
3.487596051846981,0.08180670465907194,1.4300500800609588,0.020010673051782495,0.30860349167797474,1.6593035877567643e-23
3.444488453575388,0.08520213447481899,1.1620276272296906,0.021956319032358847,-0.24898688410341774,0.006101185139163574
3.5030429281314253,0.06661692709496436,1.4311544798612594,0.018865447624251637,-0.3365413724017908,6.640816455314445e-28
