entropy_mean,entropy_std,delta_mean,delta_std,pearson_r,p_value
3.350635809681675,0.07417964213551016,2.244082756837209,0.04536282256978312,-0.007793428482999798,0.9326744715109454
3.380391124126163,0.08565981961014538,2.2472075462341308,0.037674939580136964,-0.09302018120446393,0.31224989720171065
3.3799436709184145,0.072024430915309,2.2487959106763205,0.042501372183144634,-0.07458367428435547,0.4181701364365745
3.439035848589918,0.09370027966784156,2.7655308141708375,0.03126928768953216,0.04855114773210947,0.12495421539550672
3.446316910053456,0.08344652941241788,2.7677176313400267,0.0341310190701842,-0.061372222338828754,0.052360026571958915
3.4041181670640612,0.11076480788725111,2.7662706413269045,0.03164053508999786,0.03302686622115224,0.2967725194440864
3.420128079781074,0.09608294471031247,2.765141655921936,0.034148467601317144,0.0844240930483448,0.007559070905537282
3.368711798242235,0.0822123318911221,2.241190234820048,0.04043325807022087,3.396603820617072e-05,0.9997062310812342
3.435707001767494,0.10268661714810493,2.7632903501987456,0.03247388305657207,-0.0275549438600972,0.38406038937308
3.3790753545182524,0.1022424742513747,2.2427652021249136,0.04166549293554244,-0.03893739329312027,0.6728546503364924
