pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.04855114773210947,0.12495421539550672,0.02866228674827361,0.36523578464259954,3.439035848589918,0.09370027966784156,2.7655308141708375,0.03126928768953216,-0.00012566700415462582,0.41051791792082026,runs_B3/20250525-095425-6649e147
