pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.22969084340715729,1.939479880782369e-13,0.20451664913019907,6.646739000864706e-11,3.488196821981379,0.07047052685239738,1.4304784526824952,0.015286006741647337,-2.0723534734473834e-05,0.38993779353452585,runs_C1/20250525-095810-2c0718f0
