pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.2262773017356794,4.464355306387375e-13,0.2042442848570177,7.052469407771507e-11,3.48822639122742,0.0704095005504921,1.4304741163253785,0.015245813065853186,-2.0805710263473376e-05,0.39064560914302415,runs_A1/20250525-093925-21222716
