entropy_mean,entropy_std,delta_mean,delta_std,pearson_r,p_value
3.445842709149575,0.08517295277465489,1.1623389641443889,0.02211159973550711,-0.2635826549813864,0.0036281435777065106
3.4900334615039643,0.08902067756337931,1.4295580636262895,0.014197611981301287,-0.07160068181063281,0.023556461173050828
3.503195926488544,0.06621567409377525,1.4311028014421463,0.0188478615417586,-0.3296871506174541,8.793342874130013e-27
3.411746948073708,0.06533140833672774,1.1628526856501897,0.022338892160165578,0.12411145698562126,0.17683308202032216
3.445842709149575,0.08517295277465489,1.1623389641443889,0.02211159973550711,-0.2635826549813864,0.0036281435777065106
3.411746948073708,0.06533140833672774,1.1628526856501897,0.022338892160165578,0.12411145698562126,0.17683308202032216
3.4668437272234285,0.08896488678107758,1.4308256965875625,0.014254168163950254,0.2144230506077251,7.281415143381763e-12
3.411746948073708,0.06533140833672774,1.1628526856501897,0.022338892160165578,0.12411145698562126,0.17683308202032216
3.415129915534436,0.07618791008756277,1.1616228173176448,0.026288734660887138,0.36332931409967173,4.5287770163122515e-05
3.440689300281976,0.06250117346653629,1.1637068917353948,0.01821995085136503,-0.09613076073607284,0.2962732747744865
3.487508537818533,0.08190549171766812,1.4301948761940002,0.020008644781808884,0.301677634195043,1.736305659075614e-22
3.440689300281976,0.06250117346653629,1.1637068917353948,0.01821995085136503,-0.09613076073607284,0.2962732747744865
3.503195926488544,0.06621567409377525,1.4311028014421463,0.0188478615417586,-0.3296871506174541,8.793342874130013e-27
3.48822639122742,0.0704095005504921,1.4304741163253785,0.015245813065853186,0.2262773017356794,4.464355306387375e-13
3.445842709149575,0.08517295277465489,1.1623389641443889,0.02211159973550711,-0.2635826549813864,0.0036281435777065106
3.415129915534436,0.07618791008756277,1.1616228173176448,0.026288734660887138,0.36332931409967173,4.5287770163122515e-05
3.487508537818533,0.08190549171766812,1.4301948761940002,0.020008644781808884,0.301677634195043,1.736305659075614e-22
3.415129915534436,0.07618791008756277,1.1616228173176448,0.026288734660887138,0.36332931409967173,4.5287770163122515e-05
3.4232030111914815,0.07362967314603257,1.1645075639088949,0.01670490328725866,0.11726260913582069,0.20212959799991537
3.4900334615039643,0.08902067756337931,1.4295580636262895,0.014197611981301287,-0.07160068181063281,0.023556461173050828
3.440689300281976,0.06250117346653629,1.1637068917353948,0.01821995085136503,-0.09613076073607284,0.2962732747744865
3.4232030111914815,0.07362967314603257,1.1645075639088949,0.01670490328725866,0.11726260913582069,0.20212959799991537
3.4232030111914815,0.07362967314603257,1.1645075639088949,0.01670490328725866,0.11726260913582069,0.20212959799991537
3.48822639122742,0.0704095005504921,1.4304741163253785,0.015245813065853186,0.2262773017356794,4.464355306387375e-13
3.4668437272234285,0.08896488678107758,1.4308256965875625,0.014254168163950254,0.2144230506077251,7.281415143381763e-12
