entropy_mean,entropy_std,delta_mean,delta_std,pearson_r,p_value
3.4369133329541866,0.09355959589447421,2.1084859511852265,0.02881915684570317,0.04136341846534462,0.19122985650283872
3.4337849181023983,0.10020204231367007,2.10684676861763,0.02879526963059977,-0.018532982777328847,0.558291126680362
3.4190607508052686,0.09552463213155676,2.1082130049467085,0.03146502869597839,0.05248415770841512,0.09716370043267938
3.3522179866162083,0.0732014469255239,1.70583689113458,0.03915273836162454,0.037342050481591366,0.6855353390225338
3.4449880665199943,0.08184208506662424,2.1086995046138766,0.03130882419132167,-0.0877976348263341,0.005464429237751426
3.3772698526347136,0.07055296137391061,1.7098699102799098,0.036627646625985215,0.0014947434470228838,0.9870726692789884
3.3770078723819803,0.09953604282331767,1.7054758737484614,0.035929732808850964,-0.08707198593655699,0.34433238237582703
3.3695574263675767,0.08467291023374397,1.7026436815659205,0.03764607812800008,0.015981743411010475,0.8624550602807307
3.4031442071982894,0.10990489205271316,2.1089685039520263,0.028855483974734204,0.05125314222273597,0.10527434230332887
3.3801159673728858,0.08490740718330164,1.7081873645385106,0.038235193591689455,-0.16010545276893973,0.08067260900831368
