pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.04136341846534462,0.19122985650283872,0.021370233498454898,0.49966433811397326,3.4369133329541866,0.09355959589447421,2.1084859511852265,0.02881915684570317,-0.00012180089446193562,0.4011963394242031,runs_A2/20250525-094310-127ee3ae
