pearson_r,p_value,spearman_r,spearman_p,entropy_mean,entropy_std,delta_mean,delta_std,entropy_slope,entropy_range,run_dir
0.04499063335366715,0.15512229995473847,0.02105987112305074,0.5059146311185474,3.4367928287610603,0.09307878248598662,2.108516897678375,0.028711652700736234,-0.00012228784013964815,0.4027090645406233,runs_B2/20250525-095040-b27c444a
